v,re,s,ra,c_d
1.0,0.4,3.2,0.2,0.0427129678783578
1.0,0.4,3.2,0.4,0.08800563543093443
1.0,0.4,3.2,0.6,0.1808380176335047
1.0,0.4,3.2,0.8,0.2730051923381561
1.0,0.4,3.2,1.0,0.36479080695747246
1.0,0.4,3.2,1.2,0.45545610846201173
1.0,0.4,3.2,1.4,0.5422773836829474
1.0,0.4,3.2,1.6,0.6252094666858399
1.0,0.4,3.2,1.8,0.7068905674205003
1.0,0.4,3.2,2.0,0.7848802795603922
1.0,0.4,3.4,0.2,0.044131334609532745
1.0,0.4,3.4,0.4,0.09252625176622419
1.0,0.4,3.4,0.6,0.18824665826542697
1.0,0.4,3.4,0.8,0.2828769078184542
1.0,0.4,3.4,1.0,0.37724879592743615
1.0,0.4,3.4,1.2,0.47016099037973247
1.0,0.4,3.4,1.4,0.5591374504229387
1.0,0.4,3.4,1.6,0.6450789989586754
1.0,0.4,3.4,1.8,0.7284625337118873
1.0,0.4,3.4,2.0,0.8082099542380764
1.0,0.4,3.6,0.2,0.04534084742314093
1.0,0.4,3.6,0.4,0.09683089998830721
1.0,0.4,3.6,0.6,0.19508279863792016
1.0,0.4,3.6,0.8,0.29225274077406693
1.0,0.4,3.6,1.0,0.3893769139399503
1.0,0.4,3.6,1.2,0.4840831556392079
1.0,0.4,3.6,1.4,0.5750330692012681
1.0,0.4,3.6,1.6,0.6631260230604679
1.0,0.4,3.6,1.8,0.748311876230573
1.0,0.4,3.6,2.0,0.8302664101450218
1.0,0.4,3.8,0.2,0.04618492040095171
1.0,0.4,3.8,0.4,0.1009971790679168
1.0,0.4,3.8,0.6,0.201612213707379
1.0,0.4,3.8,0.8,0.30118000837479003
1.0,0.4,3.8,1.0,0.4002177523028335
1.0,0.4,3.8,1.2,0.49745346366906035
1.0,0.4,3.8,1.4,0.5901155521616442
1.0,0.4,3.8,1.6,0.6802759316448646
1.0,0.4,3.8,1.8,0.7674022002610069
1.0,0.4,3.8,2.0,0.8513638902345166
1.0,0.4,4.0,0.2,0.04713275471846729
1.0,0.4,4.0,0.4,0.105006290981042
1.0,0.4,4.0,0.6,0.2078245910424184
1.0,0.4,4.0,0.8,0.30973263768607795
1.0,0.4,4.0,1.0,0.4113684549163694
1.0,0.4,4.0,1.2,0.5100976095734632
1.0,0.4,4.0,1.4,0.6044389574837747
1.0,0.4,4.0,1.6,0.6967543305840791
1.0,0.4,4.0,1.8,0.7856012374926813
1.0,0.4,4.0,2.0,0.8715956774078722
1.0,0.6,1.0,0.2,0.028773715193091562
1.0,0.6,1.0,0.4,0.059314098412550455
1.0,0.6,1.0,0.6,0.0703200126128947
1.0,0.6,1.0,0.8,0.09842857181431267
1.0,0.6,1.0,1.0,0.1485507262857166
1.0,0.6,1.0,1.2,0.19665843177752307
1.0,0.6,1.0,1.4,0.24392992521088394
1.0,0.6,1.0,1.6,0.29050649382424054
1.0,0.6,1.0,1.8,0.33643582538409755
1.0,0.6,1.0,2.0,0.3814290382103203
1.0,0.6,1.2,0.2,0.030357524317653255
1.0,0.6,1.2,0.4,0.06372258903217352
1.0,0.6,1.2,0.6,0.07415199082551706
1.0,0.6,1.2,0.8,0.12573437893710696
1.0,0.6,1.2,1.0,0.18225481559594847
1.0,0.6,1.2,1.2,0.23698427394912
1.0,0.6,1.2,1.4,0.29124299034734613
1.0,0.6,1.2,1.6,0.34596882808138346
1.0,0.6,1.2,1.8,0.3977790349062118
1.0,0.6,1.2,2.0,0.44971273361705655
1.0,0.6,1.4,0.2,0.03263342427394801
1.0,0.6,1.4,0.4,0.06709800469905439
1.0,0.6,1.4,0.6,0.08669293156606321
1.0,0.6,1.4,0.8,0.14945400408546014
1.0,0.6,1.4,1.0,0.2112455949054721
1.0,0.6,1.4,1.2,0.27162080909871744
1.0,0.6,1.4,1.4,0.332279267396185
1.0,0.6,1.4,1.6,0.3920045552286608
1.0,0.6,1.4,1.8,0.45099423184508125
1.0,0.6,1.4,2.0,0.5079040844837287
1.0,0.6,1.6,0.2,0.034548614502596615
1.0,0.6,1.6,0.4,0.06881672975686058
1.0,0.6,1.6,0.6,0.1013684924248026
1.0,0.6,1.6,0.8,0.17008210923343825
1.0,0.6,1.6,1.0,0.236799465543389
1.0,0.6,1.6,1.2,0.30225870590696485
1.0,0.6,1.6,1.4,0.36783851240132903
1.0,0.6,1.6,1.6,0.4331387817316414
1.0,0.6,1.6,1.8,0.4968753484948078
1.0,0.6,1.6,2.0,0.557828263382378
1.0,0.6,1.8,0.2,0.037987329758593216
1.0,0.6,1.8,0.4,0.06986301315617471
1.0,0.6,1.8,0.6,0.11528831641686359
1.0,0.6,1.8,0.8,0.188507637966575
1.0,0.6,1.8,1.0,0.2593887813145075
1.0,0.6,1.8,1.2,0.33021506168129855
1.0,0.6,1.8,1.4,0.40088018103634926
1.0,0.6,1.8,1.6,0.47016956893231093
1.0,0.6,1.8,1.8,0.5372217112074757
1.0,0.6,1.8,2.0,0.602910918664312
1.0,0.6,2.0,0.2,0.04084770414738875
1.0,0.6,2.0,0.4,0.07030986566668142
1.0,0.6,2.0,0.6,0.1279764125958032
1.0,0.6,2.0,0.8,0.20502915159256047
1.0,0.6,2.0,1.0,0.2801880146273415
1.0,0.6,2.0,1.2,0.3553563188465601
1.0,0.6,2.0,1.4,0.4303926390195794
1.0,0.6,2.0,1.6,0.503039604377364
1.0,0.6,2.0,1.8,0.5751447929875126
1.0,0.6,2.0,2.0,0.6447437627267235
1.0,0.6,2.2,0.2,0.04442163183311313
1.0,0.6,2.2,0.4,0.07110248761453751
1.0,0.6,2.2,0.6,0.1395712425341631
1.0,0.6,2.2,0.8,0.22013220685712231
1.0,0.6,2.2,1.0,0.2990944795445155
1.0,0.6,2.2,1.2,0.37901556598384645
1.0,0.6,2.2,1.4,0.45704520480666067
1.0,0.6,2.2,1.6,0.5335068258376071
1.0,0.6,2.2,1.8,0.6088041746721273
1.0,0.6,2.2,2.0,0.6819950107665417
1.0,0.6,2.4,0.2,0.04586512649149019
1.0,0.6,2.4,0.4,0.07250974052909463
1.0,0.6,2.4,0.6,0.150277512008359
1.0,0.6,2.4,0.8,0.23365500216341978
1.0,0.6,2.4,1.0,0.3169253578422225
1.0,0.6,2.4,1.2,0.4004071924189828
1.0,0.6,2.4,1.4,0.4816971221250863
1.0,0.6,2.4,1.6,0.5617333443888551
1.0,0.6,2.4,1.8,0.6403181965831906
1.0,0.6,2.4,2.0,0.7160661426162603
1.0,0.6,2.6,0.2,0.04718422548903314
1.0,0.6,2.6,0.4,0.07579637241523013
1.0,0.6,2.6,0.6,0.16000614946105426
1.0,0.6,2.6,0.8,0.24655197094729253
1.0,0.6,2.6,1.0,0.33358192984308127
1.0,0.6,2.6,1.2,0.4200881926163581
1.0,0.6,2.6,1.4,0.5042030361607739
1.0,0.6,2.6,1.6,0.5878758362144526
1.0,0.6,2.6,1.8,0.6689884914439672
1.0,0.6,2.6,2.0,0.7481274353342008
1.0,0.6,2.8,0.2,0.048702818797083595
1.0,0.6,2.8,0.4,0.07950916174135243
1.0,0.6,2.8,0.6,0.16900650286526747
1.0,0.6,2.8,0.8,0.2585523987069111
1.0,0.6,2.8,1.0,0.34891477470892696
1.0,0.6,2.8,1.2,0.43850005933725855
1.0,0.6,2.8,1.4,0.5248842811769582
1.0,0.6,2.8,1.6,0.6120061153170351
1.0,0.6,2.8,1.8,0.695696821946561
1.0,0.6,2.8,2.0,0.7775257741207295
1.0,0.6,3.0,0.2,0.04871940304034337
1.0,0.6,3.0,0.4,0.08360731333885175
1.0,0.6,3.0,0.6,0.17742640796743073
1.0,0.6,3.0,0.8,0.2699513074313448
1.0,0.6,3.0,1.0,0.363339384846635
1.0,0.6,3.0,1.2,0.4556166019328273
1.0,0.6,3.0,1.4,0.5450922161092183
1.0,0.6,3.0,1.6,0.6345393458859229
1.0,0.6,3.0,1.8,0.7206672836790975
1.0,0.6,3.0,2.0,0.8048769443878222
1.0,0.6,3.2,0.2,0.05058398577518724
1.0,0.6,3.2,0.4,0.08823751180159554
1.0,0.6,3.2,0.6,0.18541039279449553
1.0,0.6,3.2,0.8,0.28068827799131785
1.0,0.6,3.2,1.0,0.37685789482902854
1.0,0.6,3.2,1.2,0.47177622615308706
1.0,0.6,3.2,1.4,0.5643159706816753
1.0,0.6,3.2,1.6,0.6556432570378646
1.0,0.6,3.2,1.8,0.744694517559685
1.0,0.6,3.2,2.0,0.8305253489095435
1.0,0.6,3.4,0.2,0.05124823340117572
1.0,0.6,3.4,0.4,0.09298066013694467
1.0,0.6,3.4,0.6,0.19284368564448617
1.0,0.6,3.4,0.8,0.29088861621492307
1.0,0.6,3.4,1.0,0.38912848950058115
1.0,0.6,3.4,1.2,0.4865036885971631
1.0,0.6,3.4,1.4,0.5819442511097007
1.0,0.6,3.4,1.6,0.6755559355368033
1.0,0.6,3.4,1.8,0.7668046530281756
1.0,0.6,3.4,2.0,0.8549752307948285
1.0,0.6,3.6,0.2,0.052256551178253875
1.0,0.6,3.6,0.4,0.09751576736094376
1.0,0.6,3.6,0.6,0.19986771361677713
1.0,0.6,3.6,0.8,0.30057156293053494
1.0,0.6,3.6,1.0,0.4021646999779418
1.0,0.6,3.6,1.2,0.5013356269295806
1.0,0.6,3.6,1.4,0.5988088004278239
1.0,0.6,3.6,1.6,0.6943963914827495
1.0,0.6,3.6,1.8,0.7879987531000238
1.0,0.6,3.6,2.0,0.8778220323679178
1.0,0.6,3.8,0.2,0.05306780407682307
1.0,0.6,3.8,0.4,0.10191675102878954
1.0,0.6,3.8,0.6,0.20650332860005416
1.0,0.6,3.8,0.8,0.3097400679070975
1.0,0.6,3.8,1.0,0.41361392987871276
1.0,0.6,3.8,1.2,0.5148715206225705
1.0,0.6,3.8,1.4,0.6146297940495973
1.0,0.6,3.8,1.6,0.712293997733046
1.0,0.6,3.8,1.8,0.8078486589281575
1.0,0.6,3.8,2.0,0.8995171195352263
1.0,0.6,4.0,0.2,0.05337593828277531
1.0,0.6,4.0,0.4,0.10618610004732276
1.0,0.6,4.0,0.6,0.2128489109603081
1.0,0.6,4.0,0.8,0.31854978609884665
1.0,0.6,4.0,1.0,0.4244953932513128
1.0,0.6,4.0,1.2,0.5275603617133
1.0,0.6,4.0,1.4,0.6296858169231563
1.0,0.6,4.0,1.6,0.7293368038124792
1.0,0.6,4.0,1.8,0.8266386009610039
1.0,0.6,4.0,2.0,0.9201255951756855
1.0,0.8,1.0,0.2,0.03349803994015194
1.0,0.8,1.0,0.4,0.06450187052005897
1.0,0.8,1.0,0.6,0.07044523934464451
1.0,0.8,1.0,0.8,0.09951213814696563
1.0,0.8,1.0,1.0,0.15188581162703801
1.0,0.8,1.0,1.2,0.2020727000166293
1.0,0.8,1.0,1.4,0.25076703737465933
1.0,0.8,1.0,1.6,0.29936450516911844
1.0,0.8,1.0,1.8,0.34850441919988845
1.0,0.8,1.0,2.0,0.3957923845503989
1.0,0.8,1.2,0.2,0.03606638282270968
1.0,0.8,1.2,0.4,0.06612230278533314
1.0,0.8,1.2,0.6,0.0744833794028874
1.0,0.8,1.2,0.8,0.12816053300561744
1.0,0.8,1.2,1.0,0.1865615968226226
1.0,0.8,1.2,1.2,0.24285293740911618
1.0,0.8,1.2,1.4,0.2990134001198188
1.0,0.8,1.2,1.6,0.35608079474495813
1.0,0.8,1.2,1.8,0.410858850613848
1.0,0.8,1.2,2.0,0.46496551980920897
1.0,0.8,1.4,0.2,0.03802020670706029
1.0,0.8,1.4,0.4,0.06651024375971579
1.0,0.8,1.4,0.6,0.08712320081417765
1.0,0.8,1.4,0.8,0.15255926866309144
1.0,0.8,1.4,1.0,0.21616690240481223
1.0,0.8,1.4,1.2,0.27826205204458104
1.0,0.8,1.4,1.4,0.3417650731432925
1.0,0.8,1.4,1.6,0.40342494769508386
1.0,0.8,1.4,1.8,0.4645417062104392
1.0,0.8,1.4,2.0,0.5242419413937893
1.0,0.8,1.6,0.2,0.04334758661599266
1.0,0.8,1.6,0.4,0.06913030188455536
1.0,0.8,1.6,0.6,0.10260902351012767
1.0,0.8,1.6,0.8,0.17359311876525396
1.0,0.8,1.6,1.0,0.24171276774880804
1.0,0.8,1.6,1.2,0.3093960869574744
1.0,0.8,1.6,1.4,0.3770621874182815
1.0,0.8,1.6,1.6,0.44496624547234775
1.0,0.8,1.6,1.8,0.5112710855311414
1.0,0.8,1.6,2.0,0.5760905335277036
1.0,0.8,1.8,0.2,0.0469479869631369
1.0,0.8,1.8,0.4,0.07006888661675416
1.0,0.8,1.8,0.6,0.11706021437894894
1.0,0.8,1.8,0.8,0.19223592236314335
1.0,0.8,1.8,1.0,0.2649648887249307
1.0,0.8,1.8,1.2,0.3378709763218567
1.0,0.8,1.8,1.4,0.41035339239038005
1.0,0.8,1.8,1.6,0.4820496224542532
1.0,0.8,1.8,1.8,0.5530886591168234
1.0,0.8,1.8,2.0,0.6212996677958631
1.0,0.8,2.0,0.2,0.051083504928646294
1.0,0.8,2.0,0.4,0.07058475572974078
1.0,0.8,2.0,0.6,0.13024473584223384
1.0,0.8,2.0,0.8,0.20895578711991342
1.0,0.8,2.0,1.0,0.2860494179736274
1.0,0.8,2.0,1.2,0.3636456154503162
1.0,0.8,2.0,1.4,0.43997178979701945
1.0,0.8,2.0,1.6,0.5155531579763589
1.0,0.8,2.0,1.8,0.5916043163533519
1.0,0.8,2.0,2.0,0.6656022493343772
1.0,0.8,2.2,0.2,0.05368418075081535
1.0,0.8,2.2,0.4,0.07144000069513157
1.0,0.8,2.2,0.6,0.14209816737265837
1.0,0.8,2.2,0.8,0.22424486300368152
1.0,0.8,2.2,1.0,0.30555441366770636
1.0,0.8,2.2,1.2,0.3872414004195659
1.0,0.8,2.2,1.4,0.46674009384508974
1.0,0.8,2.2,1.6,0.5469380987056338
1.0,0.8,2.2,1.8,0.6260881530375364
1.0,0.8,2.2,2.0,0.7038814014905184
1.0,0.8,2.4,0.2,0.05579325263472521
1.0,0.8,2.4,0.4,0.07299496968648177
1.0,0.8,2.4,0.6,0.1528887252212196
1.0,0.8,2.4,0.8,0.2381615526818704
1.0,0.8,2.4,1.0,0.32333882781277107
1.0,0.8,2.4,1.2,0.40905253811859266
1.0,0.8,2.4,1.4,0.4915448318802416
